27, Private, 160178, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
32, Private, 206365, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
47, Local-gov, 200808, 12th, 8, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 35, Puerto-Rico, <=50K
39, Private, 123983, Bachelors, 13, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, China, <=50K
37, Private, 221850, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, Ecuador, >50K
44, Private, 277647, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 40, United-States, >50K
26, Private, 124068, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
43, Private, 114351, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
23, Local-gov, 23438, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
54, Private, 230767, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Cuba, <=50K
34, Private, 208043, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 45, United-States, >50K
24, Private, 151443, HS-grad, 9, Never-married, Machine-op-inspct, Other-relative, Black, Female, 0, 0, 30, United-States, <=50K
37, Self-emp-inc, 126675, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 286675, HS-grad, 9, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 50, United-States, <=50K
45, Private, 330087, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 200117, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 182757, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
44, Private, 171256, Assoc-acdm, 12, Divorced, Machine-op-inspct, Own-child, White, Female, 0, 0, 45, United-States, <=50K
73, Self-emp-not-inc, 300404, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 6, United-States, >50K
59, State-gov, 192258, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
40, Private, 109762, Some-college, 10, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 99270, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 50, Germany, >50K
66, ?, 376028, HS-grad, 9, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 20, United-States, <=50K
23, Private, 183945, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K
18, Private, 77845, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 1602, 15, United-States, <=50K
56, Private, 220187, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, >50K
34, Local-gov, 188245, HS-grad, 9, Never-married, Prof-specialty, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K
30, Self-emp-not-inc, 106742, 12th, 8, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 75, United-States, <=50K
52, Private, 115851, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 188291, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
44, Private, 231348, Some-college, 10, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
47, Private, 223342, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 1504, 35, United-States, <=50K
42, Private, 70055, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, <=50K
32, Private, 202952, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 202570, Bachelors, 13, Never-married, Prof-specialty, Own-child, Black, Male, 0, 0, 15, United-States, <=50K
37, Self-emp-not-inc, 174308, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
18, Private, 245199, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 281627, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
76, Private, 70697, 7th-8th, 4, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
35, Private, 82622, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
17, ?, 145886, 11th, 7, Never-married, ?, Own-child, White, Female, 0, 0, 30, United-States, <=50K
40, Private, 365986, Bachelors, 13, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, >50K
22, Private, 385077, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 2907, 0, 40, United-States, <=50K
28, Self-emp-not-inc, 107236, 12th, 8, Married-civ-spouse, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
65, Self-emp-inc, 81413, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 2352, 65, United-States, <=50K
20, Private, 210338, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 15, United-States, <=50K
34, Private, 69251, Some-college, 10, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K
39, Local-gov, 239119, Masters, 14, Divorced, Prof-specialty, Not-in-family, Black, Male, 0, 0, 40, Dominican-Republic, <=50K
59, Private, 146013, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 4064, 0, 40, United-States, <=50K
45, State-gov, 190406, Prof-school, 15, Divorced, Prof-specialty, Unmarried, Black, Male, 25236, 0, 36, United-States, >50K
61, State-gov, 186451, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 40, United-States, >50K
37, Self-emp-not-inc, 154641, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 86, United-States, <=50K
19, Private, 143360, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Female, 0, 0, 34, United-States, <=50K
67, Private, 212705, Masters, 14, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male, 0, 0, 55, United-States, >50K
60, Private, 240951, HS-grad, 9, Divorced, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
51, Self-emp-not-inc, 135102, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 65, United-States, <=50K
39, Private, 225605, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 24, United-States, <=50K
27, Private, 205145, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 188774, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, Federal-gov, 314310, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
64, State-gov, 104361, Some-college, 10, Separated, Adm-clerical, Not-in-family, White, Female, 0, 0, 65, United-States, <=50K
51, Private, 243361, Some-college, 10, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
27, Private, 221166, 9th, 5, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 184901, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
59, Private, 179594, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 182303, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
47, Local-gov, 186009, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 38, Mexico, <=50K
45, Private, 204205, 7th-8th, 4, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K
26, Private, 341353, Bachelors, 13, Never-married, Other-service, Other-relative, White, Male, 0, 0, 15, United-States, <=50K
27, Self-emp-inc, 113870, Masters, 14, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 189916, Some-college, 10, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, United-States, <=50K
48, State-gov, 78529, Masters, 14, Separated, Prof-specialty, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
35, Private, 331395, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
20, Private, 223515, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
75, Self-emp-not-inc, 192813, Masters, 14, Widowed, Sales, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
38, Private, 169926, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 1902, 40, United-States, >50K
43, Private, 361280, 10th, 6, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 42, China, <=50K
33, Local-gov, 175509, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 38599, 12th, 8, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 186849, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
48, Local-gov, 39464, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 52, United-States, <=50K
57, ?, 208311, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 80, United-States, >50K
40, State-gov, 140108, 9th, 5, Separated, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
18, Private, 266287, 12th, 8, Never-married, Sales, Own-child, White, Female, 0, 0, 35, United-States, <=50K
23, Private, 140414, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 401335, Some-college, 10, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 30, United-States, <=50K
51, State-gov, 454063, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 40, United-States, >50K
40, Private, 120277, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
40, State-gov, 182460, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female, 0, 0, 38, China, >50K
25, Private, 486332, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 40, Mexico, <=50K
34, Private, 119153, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K
62, Self-emp-not-inc, 224520, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 90, United-States, >50K
32, Self-emp-not-inc, 129497, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, >50K
52, Local-gov, 74784, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K
58, Self-emp-not-inc, 33309, HS-grad, 9, Widowed, Farming-fishing, Not-in-family, White, Male, 0, 0, 80, United-States, <=50K
44, Private, 103218, HS-grad, 9, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
41, Private, 193882, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
58, Private, 119386, Assoc-voc, 11, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K
27, Private, 287476, HS-grad, 9, Never-married, Craft-repair, Not-in-family, Black, Male, 3325, 0, 40, United-States, <=50K
38, Private, 80771, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K
39, Private, 230467, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 1092, 40, Germany, <=50K
60, Private, 109511, 7th-8th, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 191982, Assoc-voc, 11, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 55, United-States, <=50K
38, Self-emp-not-inc, 409189, 7th-8th, 4, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, Mexico, <=50K
44, Self-emp-inc, 49249, Some-college, 10, Divorced, Other-service, Unmarried, White, Male, 0, 0, 80, United-States, <=50K
30, Private, 67187, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female, 0, 0, 8, United-States, <=50K
31, ?, 182191, Bachelors, 13, Married-civ-spouse, ?, Wife, White, Female, 4064, 0, 30, Canada, <=50K
36, Private, 193026, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
50, Private, 313546, HS-grad, 9, Separated, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
46, State-gov, 298786, Some-college, 10, Never-married, Other-service, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
27, Private, 69132, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 37, United-States, <=50K
27, Local-gov, 199343, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 38, United-States, <=50K
37, Private, 187589, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 5178, 0, 40, United-States, >50K
47, Private, 362835, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
35, ?, 317780, Some-college, 10, Never-married, ?, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
20, Private, 167787, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K
33, Self-emp-not-inc, 170979, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1887, 40, United-States, >50K
36, Private, 162256, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
23, Private, 82393, 9th, 5, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male, 0, 0, 20, Philippines, <=50K
38, Private, 114591, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 15024, 0, 40, United-States, >50K
31, Private, 190027, HS-grad, 9, Never-married, Other-service, Other-relative, Black, Female, 0, 0, 40, ?, <=50K
32, Private, 183801, HS-grad, 9, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 143046, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, Greece, <=50K
60, Private, 142922, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
50, Private, 301583, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 207352, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male, 0, 0, 40, India, >50K
50, Private, 237735, 5th-6th, 3, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 37, Mexico, <=50K
23, State-gov, 101094, Some-college, 10, Never-married, Protective-serv, Own-child, White, Male, 0, 0, 60, United-States, <=50K
61, Private, 175999, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 284703, Masters, 14, Never-married, Prof-specialty, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
58, Private, 250206, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 5178, 0, 40, United-States, >50K
24, Private, 191954, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 70539, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 4386, 0, 50, United-States, <=50K
24, Private, 43387, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, England, >50K
42, Local-gov, 121718, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 60, United-States, >50K
20, Private, 344492, HS-grad, 9, Separated, Sales, Own-child, White, Female, 0, 0, 26, United-States, <=50K
62, Private, 65868, HS-grad, 9, Widowed, Sales, Not-in-family, White, Female, 0, 0, 43, United-States, <=50K
26, Private, 366900, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 119493, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K
20, Private, 138938, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 10, United-States, <=50K
37, Private, 176756, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 1485, 70, United-States, >50K
62, Private, 153148, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 84, United-States, <=50K
53, Private, 283320, Bachelors, 13, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
61, Private, 105384, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 203488, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 40, United-States, >50K
33, Private, 175479, 5th-6th, 3, Never-married, Other-service, Unmarried, White, Female, 0, 0, 40, Mexico, <=50K
37, Private, 329980, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 213726, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K
41, State-gov, 187322, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 199903, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
52, Private, 202115, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 25, United-States, <=50K
51, Private, 74784, Bachelors, 13, Divorced, Sales, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K
43, Self-emp-inc, 82488, Bachelors, 13, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, >50K
45, Local-gov, 135776, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
29, Private, 272913, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 30, Mexico, <=50K
24, Private, 379066, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 2205, 24, United-States, <=50K
66, ?, 186032, Assoc-voc, 11, Widowed, ?, Not-in-family, White, Female, 2964, 0, 30, United-States, <=50K
24, Private, 188505, Bachelors, 13, Married-AF-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K
36, State-gov, 168894, Assoc-voc, 11, Married-spouse-absent, Protective-serv, Own-child, White, Female, 0, 0, 40, Germany, <=50K
33, Private, 295649, HS-grad, 9, Separated, Other-service, Unmarried, White, Female, 0, 0, 40, China, <=50K
17, Private, 24090, HS-grad, 9, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 35, United-States, <=50K
36, Private, 200352, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, <=50K
17, State-gov, 179319, 10th, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 30, United-States, <=50K
25, Self-emp-not-inc, 217030, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 30, United-States, <=50K
47, Private, 233511, Masters, 14, Divorced, Sales, Not-in-family, White, Male, 27828, 0, 60, United-States, >50K
40, State-gov, 506329, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Taiwan, >50K
35, Private, 152734, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 40, ?, <=50K
49, Private, 149210, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, <=50K
36, Local-gov, 127772, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
21, State-gov, 56582, Some-college, 10, Never-married, Tech-support, Own-child, White, Male, 0, 0, 10, United-States, <=50K
39, Private, 318452, 11th, 7, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K
64, Self-emp-not-inc, 177825, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 1055, 0, 40, United-States, <=50K
35, Private, 110402, 11th, 7, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 35, United-States, <=50K
25, Private, 167835, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 3325, 0, 40, United-States, <=50K
79, Federal-gov, 62176, Doctorate, 16, Widowed, Exec-managerial, Not-in-family, White, Male, 0, 0, 6, United-States, >50K
31, Self-emp-inc, 344275, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 44, United-States, <=50K
23, Federal-gov, 320294, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 194636, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
50, Self-emp-not-inc, 36480, 10th, 6, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
42, Private, 163003, Bachelors, 13, Married-spouse-absent, Tech-support, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, United-States, <=50K
35, Private, 54595, 12th, 8, Never-married, Sales, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
41, Federal-gov, 192589, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
65, Self-emp-not-inc, 144822, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
36, Private, 231037, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
48, Private, 167159, Assoc-voc, 11, Never-married, Adm-clerical, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
42, Private, 195508, 11th, 7, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, <=50K
24, Private, 140001, Some-college, 10, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 40, Italy, <=50K
41, Private, 58124, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
20, Private, 102607, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 30, United-States, <=50K
45, Private, 200471, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 35, United-States, <=50K
58, Private, 175127, 12th, 8, Married-civ-spouse, Transport-moving, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
26, Private, 213412, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 226388, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K
23, Private, 267955, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
24, Private, 279041, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
28, Private, 194940, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
23, Federal-gov, 39603, Some-college, 10, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
33, Private, 326104, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
38, Private, 129102, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
24, Private, 118023, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 30, United-States, <=50K
26, Private, 84619, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
26, Private, 151810, 10th, 6, Never-married, Farming-fishing, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
25, Private, 25386, Assoc-voc, 11, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K
31, ?, 85077, Bachelors, 13, Married-civ-spouse, ?, Wife, White, Female, 0, 1902, 20, United-States, >50K
46, Private, 216999, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 55, United-States, >50K
53, Private, 277471, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
31, Private, 77634, Assoc-voc, 11, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 42, United-States, <=50K
23, Private, 139187, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 50, United-States, <=50K
19, Private, 118535, 12th, 8, Never-married, Sales, Own-child, White, Female, 0, 0, 18, United-States, <=50K
69, Self-emp-not-inc, 107548, 9th, 5, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
26, Private, 127202, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 261418, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
40, Self-emp-not-inc, 266324, Some-college, 10, Divorced, Exec-managerial, Other-relative, White, Male, 0, 1564, 70, Iran, >50K
26, Private, 53833, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 42, United-States, <=50K
29, Self-emp-inc, 124950, Bachelors, 13, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K
18, ?, 78567, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 30, United-States, <=50K
20, Private, 242077, HS-grad, 9, Divorced, Sales, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
32, Private, 163604, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
35, ?, 476573, HS-grad, 9, Never-married, ?, Not-in-family, White, Female, 0, 0, 4, United-States, <=50K
37, Private, 189382, Assoc-voc, 11, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 38, United-States, <=50K
43, Private, 145762, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
61, Self-emp-not-inc, 268797, HS-grad, 9, Married-civ-spouse, Other-service, Wife, Black, Female, 0, 0, 17, United-States, <=50K
28, Private, 259840, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
77, Self-emp-not-inc, 145329, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 401, 0, 20, United-States, <=50K
63, Private, 264600, 10th, 6, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, <=50K
26, Private, 34112, Assoc-voc, 11, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
